1.01	536	1.1	536
1.02001	1072	1.20001	1072
1.03002	1608	1.30002	1608
1.04003	2144	1.40003	2144
1.05003	2680	1.50003	2680
1.05004	3216	1.50004	3216
1.06004	3752	1.60004	3752
1.06005	4288	1.60005	4288
1.06006	4824	1.60006	4824
1.07005	5360	1.70005	5360
1.07006	5896	1.70006	5896
1.07007	6432	1.70007	6432
1.07008	6968	1.70008	6968
1.08006	7504	1.80006	7504
1.08007	8040	1.80007	8040
1.08008	8576	1.80008	8576
1.08008	9112	1.80008	9112
1.08009	9648	1.80009	9648
1.09006	4288	1.90006	4288
1.10012	4355	2.00012	4355
1.10013	4420	2.00013	4420
1.10014	4484	2.00014	4484
1.11007	4548	2.10007	4548
1.11013	4611	2.10013	4611
1.11014	4673	2.10014	4673
1.11015	4734	2.10015	4734
1.12008	4794	2.20008	4794
1.12014	4853	2.20014	4853
1.12015	4912	2.20015	4912
1.12016	4970	2.20016	4970
1.13009	5027	2.30009	5027
1.13015	5084	2.30015	5084
1.13016	5140	2.30016	5140
1.13017	5195	2.30017	5195
1.1401	5250	2.4001	5250
1.14015	5304	2.40015	5304
1.14016	5358	2.40016	5358
1.14017	5411	2.40017	5411
1.1501	5464	2.5001	5464
1.15016	5516	2.50016	5516
1.15017	5568	2.50017	5568
1.15019	2144	2.50019	2144
1.1802	2278	2.8002	2278
1.1902	2404	2.9002	2404
1.19021	2523	2.90021	2523
1.20021	2636	3.00021	2636
1.20022	2744	3.00022	2744
1.21022	2848	3.10022	2848
1.21023	2948	3.10023	2948
1.22022	3045	3.20022	3045
1.22024	3139	3.20024	3139
1.23023	3230	3.30023	3230
1.23024	3318	3.30024	3318
1.24023	3404	3.40023	3404
1.24024	3488	3.40024	3488
1.24025	3570	3.40025	3570
1.25024	3650	3.50024	3650
1.25025	3728	3.50025	3728
1.25026	3805	3.50026	3805
1.26025	3880	3.60025	3880
1.26026	3954	3.60026	3954
1.26027	4026	3.60027	4026
1.27026	4097	3.70026	4097
1.27027	4167	3.70027	4167
1.27028	4235	3.70028	4235
1.28026	4302	3.80026	4302
1.28027	4368	3.80027	4368
1.28028	4433	3.80028	4433
1.29027	4497	3.90027	4497
1.29028	4560	3.90028	4560
1.29029	4623	3.90029	4623
1.2903	4685	3.9003	4685
1.30028	4746	4.00028	4746
1.30029	4806	4.00029	4806
1.3003	4865	4.0003	4865
1.30031	4924	4.00031	4924
1.31029	4982	4.10029	4982
1.3103	5039	4.1003	5039
1.31031	5096	4.10031	5096
1.31032	5152	4.10032	5152
1.32029	5207	4.20029	5207
1.3203	5262	4.2003	5262
1.32031	5316	4.20031	5316
1.32032	5370	4.20032	5370
1.3303	5423	4.3003	5423
1.33031	5475	4.30031	5475
1.33032	5527	4.30032	5527
1.33033	5578	4.30033	5578
1.33034	5629	4.30034	5629
1.34031	5680	4.40031	5680
1.34032	5730	4.40032	5730
1.34033	5780	4.40033	5780
1.34034	5829	4.40034	5829
1.34035	5878	4.40035	5878
1.35032	5926	4.50032	5926
1.35033	5974	4.50033	5974
1.35034	6022	4.50034	6022
1.35035	6069	4.50035	6069
1.35036	6116	4.50036	6116
1.36033	6162	4.60033	6162
1.36034	6208	4.60034	6208
1.36035	6254	4.60035	6254
1.36036	6299	4.60036	6299
1.36037	6344	4.60037	6344
1.37033	6389	4.70033	6389
1.37034	6433	4.70034	6433
1.37035	6477	4.70035	6477
1.37036	6521	4.70036	6521
1.37037	6565	4.70037	6565
1.38034	6608	4.80034	6608
1.38035	6651	4.80035	6651
1.38036	6694	4.80036	6694
1.38037	6736	4.80037	6736
1.38038	6778	4.80038	6778
1.38039	6820	4.80039	6820
1.39035	6862	4.90035	6862
1.39036	6903	4.90036	6903
