1 156498.1 79899.95 121749.9
2 112705.2 54546.73 68753.37
3 67482.02 61947.77 143277.6
4 129659.1 99914.87 113434.6
5 85422.57 122530.8 41377.34
6 94397.26 76335.66 100019
7 96742.08 83119.09 119108.7
8 133917.7 130837.2 77675.09
9 82855.34 99264.6 68156.71
10 86053.53 62690.66 115304.4
11 77199.3 150740.2 102589.2
12 108662.9 79601.65 84018.85
13 59831.94 91729.85 119753.5
14 104836.1 88556.1 74659.95
15 109835.3 80946.97 101464.2
16 125373.4 61501.21 128849.1
17 78339.16 48003.96 91236.57
18 84678.07 113284.6 76660.29
19 146400 51471.37 153218.5
20 87564.77 33592.02 70452.2
21 95079.92 93614.97 67490.94
22 114544.7 95275.83 92476.88
23 67394.67 180179.9 51562.68
24 79066.92 89004.22 130878
25 71916.9 117673.3 85583.56
26 57733.12 128358.3 78155
27 93558.28 56626.41 104501.4
28 137460.4 27190.21 97186.56
29 107536.3 69631.58 93490.36
30 146365.2 65874.75 96329.45
31 46708.94 83532.34 78838.35
32 121255.5 107388.7 55318.45
33 118384.2 69929.27 142111.7
34 85800.95 94465.41 89387.04
35 122033.4 83510.02 77269.22
36 66161.18 96731.36 107789.9
37 68051.08 48759.41 133117.8
38 93771.83 82828.6 71839.12
39 153682.8 65637.02 71059.1
40 149712.2 96390.42 129866.4
41 96129.01 48484.2 101111.6
42 113206.5 88074.59 61083.97
43 69880.43 112382.7 78299.88
44 60470.83 62218.63 127118.5
45 87427.63 79483.62 89839.13
46 93254.75 174013.1 21096.34
47 67680.71 108962.9 100910.1
48 86990.66 58170.85 98098.11
49 87133.91 85331.52 84941.66
50 98425.12 102032.3 82893.11
51 100706.6 75709.65 95458.77
52 98166.35 56935.08 102448
53 85370.73 78484.49 81002.04
54 153440.1 98615.89 84166.25
55 100413.7 55544.56 91072.78
56 113706.1 82355.34 99580.16
57 74889.69 101223.4 137224.1
58 56161.73 62774.52 74935.47
59 94692.25 82534.24 85173.62
60 92726.61 77466.96 128867.5
61 74136.68 108646.3 93357.04
62 71076.3 94258.77 81137.64
63 69056.47 150611.6 61241.38
64 47807.12 113515 94729.5
65 87796.42 80379.04 115861.7
66 83859.03 68636.85 104171.2
67 136046.4 51830.98 98271.6
68 104698.2 38315.17 81879.63
69 82833.58 167981.6 45919.54
70 152672.6 88857.11 62149.87
71 73585.63 118644.6 98584.32
72 86388.03 72448.23 57583.19
73 157183.1 55068.76 83914.58
74 70241.31 85710.73 73044.95
75 143988.5 125767 71677.78
76 117921.1 61982.36 26729.94
77 92209.22 83273.13 95180.01
78 114805.9 124455.7 108176.8
79 83535.42 49749.79 100610.3
80 80229.21 123384.9 74249.81
81 126328.5 52439.19 135344.4
82 96053.65 33020.34 79255.18
83 141743 109611.6 67430.9
84 73602.8 66850.61 134726.6
85 96357.99 78741.39 56717.87
86 84139.22 156591.2 53490.13
87 128164.9 68429.67 108672.6
88 100819.2 72780.31 78519.46
89 87763.97 112749.8 88706.34
90 150531.2 124179.3 44569.63
91 84383.92 89113.28 79045.47
92 113599 102693.9 74870.12
93 52969.22 77773.74 58120.85
94 117110.9 85892.03 82143.5
95 75308.72 59775.76 82736.21
96 178318.3 72532.89 32533.26
97 87749.37 87055.46 89719.22
98 63805.23 123352.6 78952.35
99 88521.19 93471.12 84482.04
100 93715.09 113236.2 71145.42
101 78482.11 92502.07 108320.5
102 68936.2 99113.02 84582.4
103 81495.74 82387.2 74733.34
104 77016.34 103295.4 63212.17
105 79964.32 120950.9 113459.5
106 80684.95 68887.84 67096.95
107 104971.7 133568.6 84871.6
108 56847.05 63036.35 121810.7
109 64740.39 102386.9 138063.8
110 66118.59 109983.7 88757.46
111 73473.78 68975.34 121989.5
112 167004.2 82721.52 62463.79
113 76853.88 15141.11 162131.6
114 138557.2 112771.7 83698.2
115 89817.84 64833.54 120410.5
116 103951.2 61334.78 113060.8
117 65706.3 79857.82 72019.46
118 132614.4 110411.1 26980.86
119 139996 108757.5 74870.97
120 85112.95 117868 73731.07
121 70558.7 74350.22 178830
122 63477.5 71161.46 111836.7
123 34237.6 133661.6 113289
124 94961.3 87773.59 93700.35
125 77800.96 61841.48 113041.4
126 51482.46 88590.35 150403.5
127 84095.17 64972.68 84784.65
128 92487.64 67888.4 172330.9
129 113613.5 66162 62771.49
130 92614.18 79031.66 75453.79
131 74261.09 92897.18 92632.57
132 58400.91 150748.8 109230.1
133 97460.29 78535.54 74666.94
134 113307 81798.3 81887.65
135 77084.92 125064.6 72378.25
136 86823.53 94384.37 60252.71
137 81147.93 104250.3 77077.99
