time(s) 10ms 20ms 30ms 40ms 50ms AVG_10ms AVG_20ms AVG_30ms AVG_40ms AVG_50ms
1 33107.79 62536.07 41989.04 58217.52 62322.45 35362.3186833333 60829.9845333334 40063.6760833333 60099.7568833334 59422.4977833334
2 34996.87 60517.68 42179.5 60243.34 58787.64     
3 36747.88 62954.87 43983.87 53355.17 56653.61     
4 32040.19 52455.7 34321.88 65333.83 55214.55     
5 33326.47 56470.15 37857.92 84190.96 61175.32     
6 32827.57 60409.11 42297.76 57465.44 59423.74     
7 34175.75 61231.08 37388.21 56633.71 52030.29     
8 39143.79 57505.43 44750.64 68615.82 63522.95     
9 30092.67 59259.34 38781.72 53586.43 55562.97     
10 30654.9 68400.75 52381.78 71866.14 55338.28     
11 33082.51 60396.44 47723.72 54718.6 56574.36     
12 47009.2 60068.78 34423.68 60252.72 59734.82     
13 39703.44 60758.49 41240.88 57595.41 65405.21     
14 32296.84 56641.42 42781.49 53391.49 56189.73     
15 56184.51 60931.41 41816.06 64891.86 56749.26     
16 33695.62 70581.59 36287.9 52143.15 70700.73     
17 32680.94 59959.94 38530.42 54809.11 58945.4     
18 31374.77 56835.67 40864.69 76908.56 59135.82     
19 34590.84 72332.62 35473.95 61898.36 58483.79     
20 35295.88 61985.19 38500.29 53408.46 55402.91     
21 34225.74 62226.16 40463.46 66548.89 52060.22     
22 44853.13 55159.58 49658.32 56722.73 57426.08     
23 50937.64 57161.09 38979.89 58519.59 52197.57     
24 44640.16 56103.87 37414.44 58705.62 56584.7     
25 32504.51 74000.89 34857.41 64154.98 60535.5     
26 36022.1 59191.97 40550.26 56596.5 68820.11     
27 36314.06 58079.19 41566.3 57085.49 58734.41     
28 32267.91 57599.61 42956.33 57652.13 59134.16     
29 39106.58 62433.97 40948.77 56696.5 63107.88     
30 33719.62 64185.64 40430.42 53120.09 63746.31     
31 32750.54 66245.94 35146.39 60768.18 59120.44     
32 37247.41 57496.16 37679.47 64856.37 58856.34     
33 36448.1 56614.14 40380.94 64504.04 60007.32     
34 30470.54 66211.1 43975.38 56351.02 56525.71     
35 33407.42 76713.39 48824.52 58297.23 50691.89     
36 30231.6 66651.68 45712.19 53813.2 55012.98     
37 40685.27 55322.69 37090.12 60995.98 58827.24     
38 36613.56 69494.93 45761.17 54973.21 56750.63     
39 36291.76 57790.17 38047.37 65634.22 56494.84     
40 51889.52 57203.15 47274.26 52492.42 57267.89     
41 40779.96 59197.67 40972.17 55410.66 58700.25     
42 38608.45 55601.82 43159.2 58721.25 54741.02     
43 41003.27 69991.64 39268.9 63413.1 58261.4     
44 30758.19 61032.91 33152.76 59938.4 64251.23     
45 35822.52 69949.36 43247.13 58444.68 58137.31     
46 32751.76 60629.2 42539.4 56825.46 59407.45     
47 34129.47 61365.8 40990.27 61238.07 54144.41     
48 31594.92 49764.78 28910.87 98715.98 50472.32     
49 30592.44 58574.51 39938.21 101091.4 56634.43     
50 45540.63 56254.69 40541.33 58441.5 55031.09     
51 37688.76 56604.85 41068.12 54866.47 56202.26     
52 44936.52 67907.84 45216.95 56487.09 47209.85     
53 34986.32 56757.46 53642.03 52060.12 57777.17     
54 36523.86 60717.19 38900.48 60413.77 55751.45     
55 44738 69673.78 39955.56 50677.97 57195.22     
