Time(s) 0ms_Kbps 10ms_Kbps 20ms_Kbps 30ms_Kbps 40ms_Kbps 50ms_Kbps 100ms_Kbps 0 10 20 30 40 50 100
1 846407.6 900134.8 893812.8 886251.2 810753.8 650261.2 324685.2 842767.549666666 899624.757666667 897015.159333333 895715.846 811278.068666667 650340.429666666 325801.554666667
2 850720.7 901384.8 903014.8 891487.3 811771.7 650908.1 325683.6       
3 846174.2 891796.3 893529.6 898843.5 813983.2 650912.1 325207.5       
4 840148.2 897826.5 895709.3 896783.5 812453.8 650508.8 325485.7       
5 841092.9 898134.2 896130.4 902508.2 808588.4 650933 325131       
6 848893.7 898943.1 896245.9 899186.4 804170.4 651167.8 325360.4       
7 830986 896482.3 903287.2 889481.3 813996.5 646484.7 325487.8       
8 849793.9 899260.9 898391.8 891071.9 810875.5 649348.8 325438.3       
9 845835.3 896390 897063.1 891064.8 813220.8 650835.5 325694.6       
10 834086.8 899530.9 894201.2 905674.6 811178.1 649873 325705.7       
11 841210.5 898390.2 895794.2 884828.3 812123.3 651742.1 325447.9       
12 844408.9 903075.6 893130.7 902676.4 807413.2 650909.7 325698.9       
13 845697.7 905123.9 891480.2 894792.8 812799.3 650479 325866.4       
14 832074.4 904304.9 888069.1 882805.1 810276 650340.3 325389.6       
15 832060.3 893731.8 896437.5 897184 809245.8 651437.2 325477.4       
16 829206.8 895457.8 904468.4 908191.5 803738.8 650450 325676.9       
17 830550.5 909610.1 889825.2 901665.9 813851.8 650415.7 325803.2       
18 842163.4 894679.4 891058.6 890512.1 812183.2 648907.8 326082       
19 839878.6 894038.7 896730.6 885040.3 807959.2 650222.8 325988.1       
20 835628.6 904035.3 898401.9 894668.4 812169.1 650405.7 325197.3       
21 845338.4 902510 904479.8 902454.4 805189.9 649863.4 325705.1       
22 835242.1 905596.8 900356.1 905961.5 813742.2 650585.9 325699.1       
23 841964.7 907848.8 902865.7 903941.9 811256.8 650667.4 325672.9       
24 839956.1 898712.5 907425.4 907679.2 814455.2 650107.7 326147.5       
25 848209.7 904498.2 907477 908547.6 811287.9 649755.2 325448.8       
26 841940 896280.8 894784.3 892665.5 810666 650655.7 325444.3       
27 840825.9 900012.2 894720.8 895703.8 811042.2 649571.7 325966.5       
28 847325.4 882024.4 903549.2 895259.3 813782.1 650390.1 325701.8       
29 845231.9 894633.1 900093.4 896838.1 810953.8 650281 320618.4       
30 843848.5 903005.2 885462.6 892159.2 811301.2 649841.2 325712.2       
31 839684.6 906572.3 903324.1 888170.7 809919.2 650831.8 325699.8       
32 840053.4 902830.6 895006.6 887637.3 814872.4 651391.3 325692.5       
33 844811.6 903692.8 900785.2 894640.4 811902.7 650978.1 324835.1       
34 846905.6 905049.7 901224.2 901976.7 813284 650623.8 325340.3       
35 845233.5 894359.3 887934.3 908276.3 804646.2 650813.1 325324.1       
36 844797.2 898754.7 895847.9 896343.9 814558.1 651020.8 325369.7       
37 842235 906288.9 899724.7 894153.5 810850 650506.5 325690       
38 843236 904378.1 898153.4 882410.2 811651.5 646923.4 325679.2       
39 843148.4 894821.8 890396.5 884983.8 810147.3 650290.9 325460.5       
40 842725.4 898438.7 894989 882767.9 806892.7 650332.5 325785.9       
41 838035.7 907392.7 907086.5 902347.8 811223.1 650913.4 325453.4       
42 834323 898794.2 900530.6 901088.3 811166.9 650834.4 325482.6       
43 843691.5 902792.7 889053.2 905934.8 812654.6 649494.3 325696.1       
44 847559.1 908725.3 900836.2 905755.6 812940.3 650110.8 325867.9       
45 845588.5 891237.5 895230.7 911825.4 811725.1 650419.6 324480.4       
46 847234.3 898007.3 894666.3 903792.4 808615.1 650439.3 325297.3       
47 847133.1 911426.7 896472.8 905919.4 812823.6 650341.1 325816       
48 847176 896380.2 891485.5 896117.9 811302 650948.6 325172.4       
49 846745.8 896369.4 894094.8 894172.6 813313.2 650402 325673.9       
50 851418.2 895568.8 898186.6 892421.2 812617.3 651483.9 324666.4       
51 845836 908673 902459.8 896796 811691.4 651824 325306.5       
52 848820.2 904025.7 890856.6 880481.2 807314.3 648163.8 325871.3       
53 836704.7 904286.9 898407.1 900185.2 814534.9 650135.6 325228.6       
54 836715.6 895816.9 892596.8 900382.2 810683.6 649437.9 325177.9       
55 839719 897325.6 899740.2 893967.2 810891.2 646819.6 325151.2       
56 843829.1 903201.5 893340.3 895773.6 805845.9 649893.8 324665.2       
57 844849.5 906808.7 900120.4 892183.3 810241.1 650409 326180.5       
58 840157.4 898032.3 894884 887559.5 813512 650161.1 325161       
59 842711.9 896570.4 904124.7 890135 811732 649383.7 325425.6       
60 836136 893086.1 903014.3 882574.1 809632.6 650332.6 325188.7       
61 844199.3 896143.8 895225.1 891846.6 812810.6 651427.6 325388.7       
62 847303.4 892140.5 895167.2 894159.2 813348.3 651436.8 325360.8       
63 848886.1 897465.3 893754.7 895975.9 813264.5 651705.8 325164.9       
64 844761.8 899178.3 894154.7 894210.1 812368.9 650183.1 325557.9       
65 841219.1 893691.3 893839 910260 810979.2 651990.3 326127.2       
66 846268.9 895264.7 895624.2 899667 811164.9 652076.5 325721.5       
67 838728 895400.8 894435.2 890454.3 811670.4 651604.6 326329.6       
68 837241.3 901679.4 895193.1 890034.6 810684.7 649429.6 325583.7       
69 835681.8 895713.7 901828 889580.8 812654.5 642036.4 326311.7       
70 836494.1 896270.9 892726.1 888615.3 806519.4 647910.3 327018.7       
71 832406.1 896482.3 894256.6 905480.6 810560.9 650866.2 327112.7       
72 833572.5 907164.9 896770 900776 806533.5 644261.8 326405.3       
73 841758 906087.7 894719.9 893711.9 813107.6 649830.2 326148.2       
74 835528.4 904783.1 896797.6 894597.5 812258.5 650652.8 326233.6       
75 835016.7 905428.5 902457.7 906208.4 809230.2 652042.2 325895       
76 832499.2 907958.8 903976.6 895812.1 808160.9 652345.4 325968.9       
77 833515.9 909785.7 892549.6 891094.2 810101.4 650377.1 325872       
78 831127 901326.3 893073.6 897192.1 813726 650506.2 325975       
79 836310.2 902715.6 899765.3 891950.7 813803.7 650453 325694.3       
80 846966.2 902408.1 897815.7 893519.7 804506 651247 325836.6       
81 845685 902488.4 895007.2 896626.8 813924 649951.2 325949.2       
82 839125.2 904021.8 893054.3 891843.2 811190.2 651304.7 325977.9       
83 830383.7 896643.8 900781.4 891522.4 813162.8 650333.8 325644.3       
84 842690.9 900461.3 893220.8 888978.6 802561.3 650910.1 326235       
85 848269 895652 890580.8 888529.2 809710 649307.8 325743.1       
86 841972.5 895574.1 892661.9 886042.3 810215.3 650015.3 325700.6       
87 827937.3 898143.5 887053 886990.1 814266.5 650016.3 326199.5       
88 843535.8 899935.4 892189.5 905767.4 812437.7 650307.4 325984.2       
89 855422.1 907331.1 886496.3 899166.6 812219.4 650938.9 326542.3       
90 836978.1 899635.1 897023.6 887133.7 806089.5 651661.2 325809.1       
91 834478.4 900709.4 900406.4 892884.2 811417.1 651903.4 326086.7       
92 828620.4 909495.6 901131.4 892709.3 807266.9 650421.5 325985.5       
93 832936.8 894581.8 904312.6 895586.7 811856.2 649953.9 325826.5       
94 832694.8 882889.9 898650.5 888947.8 811216.2 649901 325977.1       
95 831588.4 902144.1 908957.6 895660 813317.8 650414.4 325983.8       
96 836941.2 907605.3 900480.3 888232.3 809456.7 649898.8 326848       
97 847679.7 898498.8 900986.9 885498.8 808679 650717.7 325890       
98 844711.2 897709.9 898658.6 882070.7 813127.7 650411.8 325861.9       
99 845231 896239.6 904516.3 895857.7 811101.5 651920.9 326443.3       
100 844744.1 899183.7 897068.4 892737.7 810707.4 647413.1 325842.1       
101 832523.4 897184.9 891176.9 896742.3 811704.6 649981.5 325961.1       
102 828922.6 898027.4 890165.6 893482.5 810901.8 650354.8 325717.1       
103 835706.3 899216.9 893908.4 888651.3 814171.7 650539.5 325696.1       
104 839579.8 895675.2 894767.3 885795.8 812114.3 649954 326184.3       
105 847399.1 896776.3 894371.1 903770.8 809398.4 649968.2 326214.9       
106 845156.8 896236 895464.2 890088.8 810307.5 650369.6 325739.4       
107 846067.5 897004.8 893540.5 901345.2 810913.5 650410.5 325698.4       
108 846499.8 890603.9 899238.5 898646.1 806983.8 650006.7 326226.1       
109 849323.2 897262 897981.7 902927.6 813079.6 650442.6 325951.8       
110 845716.6 896993.1 889939.5 888000.8 808631.1 650601.9 325847.3       
111 842161.8 892643.3 895348.7 905908.5 805979.3 650298.7 325861.9       
112 841675.7 909811.9 896860.5 892518.4 813652.8 650628.4 326315.3       
113 847859.2 907395.5 898566.3 895187.8 812066.6 652028.6 325916.6       
114 843261.2 906847.6 896255.7 895685.9 811852.6 651712.7 326124.1       
115 839185.8 893860.1 899906.4 896058.8 809007.5 652008.3 326921.1       
116 841661 895996.7 904976.5 894900.5 810160.3 651122.8 325719.6       
