Time(s) TCP_loss_1%_delay_10ms_Kbps TCP_loss_1%_delay_30ms_Kbps TCP_loss_1%_delay_50ms_Kbps UDT_loss_1%_delay_10ms_Kbps UDT_loss_1%_delay_30ms_Kbps UDT_loss_1%_delay_50ms_Kbps AVG_TCP_10ms AVG_TCP_30ms AVG_TCP_50ms AVG_UDT_10ms AVG_UDT_30ms AVG_UDT_50ms
1 6692.79 2869.41 1296.04 260178.2 103333.2 118797.1 8324.5500333333 2757.7348666667 1923.9915333333 312408.587466667 137172.829533333 111183.0827
2 6756.18 3435.3 1065.14 232072.8 143794.7 100281.4      
3 8262.45 3168.55 789.54 378288.4 154097.7 131821.6      
4 7648.73 2465.44 1202.69 286470.6 149665 109225.1 TRIMMEAN_TCP_10ms TRIMMEAN_TCP_30ms TRIMMEAN_TCP_50ms TRIMMEAN_UDT_10ms TRIMMEAN_UDT_30ms TRIMMEAN_UDT_50ms
5 7183.43 2152.24 1376.89 347721.4 104437.7 72204.08 8310.8812416107 2752.2491275168 1922.1486912752 312422.226375839 137232.652416107 111233.879932886
6 8850.55 2868.03 1273.21 202117.1 158533.4 116936      
7 6017.96 3377.71 1468.47 331910.2 182032 152377.4      
8 5453.53 2847.76 1551.08 306713.4 93657.39 69499.33      
9 8731.73 2407.45 2046.03 197030.7 141124.1 119512.4      
10 8260.28 2832.98 2198.12 297882.6 172623.3 99203.15      
11 13275.67 3631.07 2473.92 222236.3 145876.6 106755.7      
12 8895.6 2903.56 1414.41 267064.7 101389 126396.8      
13 5395.44 2523.56 1399.49 283669.4 164933.5 121583.3      
14 4514.62 2756.34 1907.19 329635.6 125924.4 120114.9      
15 6608.31 2049.57 2531.94 272377.8 99787.32 86009.44      
16 6026.59 1713.33 2312.36 206454 174513 94527.11      
17 7844.85 2175.92 2152.32 278513.2 69348.74 122294.1      
18 8494.24 3112.06 1587.08 421338.2 124844.4 130144.5      
19 8172.81 2604.78 1667.68 252534.7 166342.4 89181.47      
20 6306.17 2221.57 1503.62 358785.8 142016.1 128670.2      
21 9358.4 2337.14 1366.5 325129.5 146891.2 130181.5      
22 6515.53 2822.82 1203.89 317597.9 89487.39 117863.8      
23 7748.07 3804.27 1043.09 219049 133144.4 118676.1      
24 10687.69 4462.05 914.65 270705.2 150544.6 84397.57      
25 10005.65 3832.56 960.39 398019.5 122412 110361.5      
26 10917.8 2905.31 1155.88 239731.3 103546.3 128422.9      
27 6468.11 4555.68 1007.72 429055.2 162321.4 114194.3      
28 8847.96 3123.42 1215.17 285172.3 146557.2 114539.2      
29 9357.84 3123.77 1457.43 280975.2 113254.1 118461.9      
30 9596.67 3933.9 1711.69 352233.1 118209.5 125052.3      
31 11903.09 3121.74 2196.5 339673.2 127722.7 101336.7      
32 11415.85 4084.51 2716.87 226587.1 181111.2 98288.2      
33 8518.25 2905.07 1798.04 332983.1 140360.6 117887.2      
34 10487.68 1749.13 2119.46 163021.7 120330.8 129100.5      
35 6975.84 1366.01 2716.6 258913.2 135447.1 128215.8      
36 6259.97 1402.95 2788.34 317872.9 191039.9 129144.3      
37 4571.29 1759.37 2778.65 472668.4 135453.7 117445.3      
38 8131.39 1932.92 2381.54 285035.1 126935.8 75207.95      
39 10401.62 1931.66 2440.38 365928.3 138270.1 110962.9      
40 7416.76 2706.43 1678.86 447105.9 149072.1 101099.7      
41 6308.47 2362.78 1872.93 161887.2 112813.5 127370.3      
42 6042.01 2521.06 2497.71 433073.8 137210 120169      
43 10754.94 3964.89 2916.22 280954.6 179298 102950      
44 4645.91 5688.73 2035.71 360362.7 128525 134403.5      
45 6928.7 4858.22 1862.78 241180.8 145447.9 79783.37      
46 6352.6 3727.56 2301.06 260217.2 122604 129789.4      
47 6835.74 2407.47 2440.52 381740.2 137477.5 128949.8      
48 10988.95 2487.3 1886.3 338150 161565.5 111995.6      
49 11468.85 3054.04 2013.33 354865.8 166912.2 84646.08      
50 8471.13 1889.38 2081.05 291653.3 100787 103343.7      
51 8453.84 2118.56 1862.68 372373.7 170064.8 126350.1      
52 5889.68 3099.27 1723.6 351187.7 130902.1 119604.3      
53 8882.62 2753.86 1573.04 183531.9 138513.3 104932.7      
54 9462.3 3238.86 1988.44 423304.3 141796.2 79289.76      
55 10050.04 974.7 2255.54 327703.2 101174.8 122580.3      
56 6560.83 1931.4 2105.63 276792.4 169399.1 130344      
57 8082.19 2188.91 1250.86 342792.9 146602.7 130242.3      
58 11853.69 2187.16 1861.24 430760.9 99089.47 124836.4      
59 10249.3 3111.08 2267.98 268790.7 169273.3 89133.87      
60 8528.3 2695.58 2198.09 322832.8 122932.9 93448.06      
61 6539.82 3016.97 1287.53 313471.9 135438.5 128815.6      
62 9786.74 4197.29 1053.84 258416.7 134916.6 141502.7      
63 11701.31 2973.96 1388.27 219163.7 154340.3 108666.5      
64 10809.24 4370.35 1573.92 223604.3 135432.5 97017.24      
65 6207.87 3322.8 1181.16 423039.2 110026.2 130525.1      
66 8089.72 3158.9 1179.1 261580.1 129913.8 129739      
67 5635.55 4140.5 1273.12 314238 185162.1 101797.5      
68 8955.6 3135.93 903.86 490573 79658.76 115864.6      
69 6597.9 2880.63 1134.48 306079.7 199460.3 87716.7      
70 7413.85 2327.72 1272.1 234208.9 132315.2 130087      
71 8467.35 3481.31 1365.58 474005.1 109011.5 106874      
72 9185.78 2568.1 1642.5 464097.9 142855.9 97415.9      
73 13966.86 2937.62 1921.21 261116.2 132123.1 113874.8      
74 17327.86 4324.99 1643.7 379106.4 134311.8 105800.2      
75 14865.99 1945.94 1931.45 287282.5 199952.8 123973.1      
76 6189.39 1920.65 1930.9 485408.5 114851.5 98932.4      
77 8847.94 2498.36 2323.79 288370.6 110244.5 95606.76      
78 8353.7 2209.18 2763.01 277436.7 182866.9 93815.47      
79 8987.26 2706.42 2509.88 414475.8 103410.2 123971.7      
80 8113.56 3249.78 2372.34 309246.2 154973 113929.1      
81 7992.53 2879.97 2232.91 228532.6 140031.3 115703      
82 11669.03 2833.75 1735.44 230713.1 149550.1 96624.7      
83 10952.15 2983.84 2083.85 293476.6 144082.3 112590.8      
84 12305.21 3549.08 1401 334053.5 136137.4 123581.2      
85 5824.03 4350.55 1295.71 316665.7 140818.7 127001.6      
86 7762.09 4947.74 1192.55 334937.4 147412.2 126941.3      
87 10190.15 6175.52 1031.21 349727.2 118737.6 120934.2      
88 9819.03 4232.14 1041.54 312281.9 154192.1 120545      
89 9207.73 3146.38 1596.12 235311.6 171349 77353.39      
90 8536.99 2372.17 2001.2 280815.3 132225.3 131088.8      
91 7698.38 2418.58 2104.68 335326.6 106830.7 115003.3      
92 6392.61 2199.51 2485.75 311917 180384 126640.1      
93 7657.1 3192.11 3005.76 261775.3 124820.5 97782.76      
94 10269.52 4281.16 2916.42 216426.6 137372.3 96446.54      
95 12297.04 3782.65 3167.52 395759.6 109236.4 123924.3      
96 6075.82 2117.43 2788.22 444761.5 169774 139927.3      
97 8085.35 2754.91 2153.83 273157.9 108910.3 130415.4      
98 7901.62 1690.57 2035.16 253910 150745.3 118436.4      
99 8872.49 1977.53 2693.81 322612.2 127063.9 107779.5      
100 9552.66 2280.58 1784.5 393315.1 97484.23 72850.82      
101 8733.77 2800.26 1584.38 262373.8 148665.1 129947.7      
102 8303.53 2581.03 1665 353123.2 169362.1 128505.4      
103 7082.48 3133.57 1723.42 183566.8 119315.2 107738.7      
104 6629.88 3540.79 2138.64 370247.3 104050.5 71299.7      
105 8056.72 2279.83 2728.66 362095.2 179940.6 113324.7      
106 6681.79 2579.54 2972.97 313208.1 141610.1 145284.1      
107 6339.67 2326.26 2232.17 338949 129340.5 128026.6      
108 11020.61 2303.24 2197.98 379784.8 126229.7 77193.32      
109 12101.34 2186.5 2416.58 328116.9 142541.7 123557.4      
110 6492.63 3053.07 2245.55 358492.2 154985.2 127591.4      
111 6019.76 3342.31 1817.71 220227.5 110137.4 125820.2      
112 6951.34 3852.04 1828.74 281865.1 133385.4 110905.3      
113 7288.77 1913.03 1909.15 364894.9 84448.33 102645      
114 13705.83 1345 1460.48 302305 158682.3 134824.3      
115 6570.93 1214.54 1826.76 306547.6 104719.3 91263.57      
116 5196.97 2729.97 1643.9 222051.5 161913 108605.3      
117 6863.45 2914.8 1204.28 324970.4 144577.5 115253.8      
118 5362.32 3238.2 1331.11 251866.4 122907.2 129781.7      
119 6895.7 2743.59 1077.07 327809.5 66973.79 94498.55      
120 10907.75 2707.64 1282.88 341310.3 131817.7 119352.2      
121 7751.05 3920.25 1815.81 329473 161592.6 91270.48      
